Locus,chr,AGPv2_start,AGPv2_end,cM,predict_start,predict_end,Difference
TIDP3728,8,"18,445,056","18,450,115",54.3,"18,088,853","20,305,709",-----
IDP8597,8,"20,169,649","20,172,026",57.6,"18,272,099","20,465,685",-----
IDP7591,8,"20,307,114","20,311,813",58,"20,151,490","20,821,321",-----
IDP422,8,"20,695,081","20,696,356",60.2,"20,305,710","21,016,102",-----
IDP9127,8,"20,696,751","20,699,697",60.2,"20,305,710","21,016,102",-----
csu329,8,"20,836,155","20,836,957",61.3,"20,663,590","21,950,152",-----
IDP7353,8,"20,973,913","20,976,798",61.3,"20,663,590","21,950,152",-----
IDP3962,8,"21,819,986","21,825,275",61.3,"20,663,590","21,950,152",-----
TIDP5282,8,"21,845,185","21,846,346",63.1,"21,799,333","23,221,555",-----
umc1530,8,"22,245,756","22,246,219",63.1,"21,799,333","23,221,555",-----
IDP7228,8,"22,977,640","22,978,968",70.7,"23,111,874","26,165,787","132,906"
IDP8404,8,"23,114,275","23,115,957",67.4,"22,185,910","23,111,873","2,402"
TIDP8777,8,"23,417,885","23,419,983",70.7,"23,111,874","26,165,787",-----
TIDP3425,8,"23,423,264","23,423,588",70.7,"23,111,874","26,165,787",-----
IDP88,8,"25,343,510","25,344,273",70.7,"23,111,874","26,165,787",-----
IDP144,8,"26,066,146","26,069,719",75.2,"25,179,844","66,454,919",-----
TIDP8810,8,"26,744,527","26,746,056",75.2,"25,179,844","66,454,919",-----
TIDP2932,8,"27,651,989","27,653,042",75.2,"25,179,844","66,454,919",-----
TIDP3387,8,"27,652,319","27,653,030",75.2,"25,179,844","66,454,919",-----
IDP7001,8,"29,983,887","29,984,770",75.2,"25,179,844","66,454,919",-----
IDP7592,8,"32,602,929","32,604,806",75.2,"25,179,844","66,454,919",-----
IDP8481,8,"32,964,218","32,965,703",75.2,"25,179,844","66,454,919",-----
IDP4849,8,"34,624,883","34,626,025",75.2,"25,179,844","66,454,919",-----
TIDP6280,8,"35,643,985","35,645,105",75.2,"25,179,844","66,454,919",-----
TIDP6430,8,"35,819,015","35,819,998",75.2,"25,179,844","66,454,919",-----
IDP4740,8,"37,639,446","37,641,719",75.2,"25,179,844","66,454,919",-----
TIDP5339,8,"38,523,062","38,525,182",75.2,"25,179,844","66,454,919",-----
TIDP2981,8,"39,208,198","39,209,848",75.2,"25,179,844","66,454,919",-----
umc2353,8,"39,208,507","39,211,466",75.2,"25,179,844","66,454,919",-----
IDP8509,8,"39,450,359","39,453,613",75.2,"25,179,844","66,454,919",-----
IDP4243,8,"39,465,153","39,467,834",75.2,"25,179,844","66,454,919",-----
IDP8674,8,"39,468,155","39,471,395",75.2,"25,179,844","66,454,919",-----
IDP378,8,"39,579,533","39,585,870",81,"70,919,788","73,701,916","31,333,918"
IDP5016b,8,"39,884,114","39,885,413",75.2,"25,179,844","66,454,919",-----
IDP4803,8,"40,948,482","40,950,381",75.2,"25,179,844","66,454,919",-----
TIDP5349,8,"46,331,311","46,332,541",75.2,"25,179,844","66,454,919",-----
TIDP5137,8,"53,546,935","53,549,020",75.2,"25,179,844","66,454,919",-----
IDP4509,8,"55,996,000","55,997,148",75.2,"25,179,844","66,454,919",-----
AW244963,8,"60,305,847","60,307,177",75.2,"25,179,844","66,454,919",-----
IDP6787,8,"62,007,573","62,010,286",75.2,"25,179,844","66,454,919",-----
IDP8699,8,"62,517,017","62,521,121",75.2,"25,179,844","66,454,919",-----
AY110450,8,"63,145,296","63,145,992",81,"70,919,788","73,701,916","7,773,796"
bnlg1834,8,"63,881,873","63,882,657",75.2,"25,179,844","66,454,919",-----
IDP7740,8,"66,406,155","66,406,684",77.9,"39,465,328","63,937,878","2,468,277"
TIDP3362,8,"68,293,940","68,296,242",77.9,"39,465,328","63,937,878","4,356,062"
IDP334,8,"68,928,848","68,932,481",81,"70,919,788","73,701,916","1,987,307"
umc1157,8,"70,970,790","70,971,548",77.9,"39,465,328","63,937,878","7,032,912"
IDP8100,8,"72,875,502","72,876,977",81,"70,919,788","73,701,916",-----
TIDP6706,8,"73,662,607","73,663,446",81.4,"74,434,890","76,663,947","771,444"
IDP8925,8,"73,737,150","73,739,292",81,"70,919,788","73,701,916","35,234"
TIDP3754,8,"73,899,685","73,901,729",81,"70,919,788","73,701,916","197,769"
IDP811,8,"73,900,398","73,901,828",81,"70,919,788","73,701,916","198,482"
TIDP3186,8,"74,529,969","74,532,587",81,"70,919,788","73,701,916","828,053"
IDP8464,8,"76,641,388","76,643,121",83.6,"73,633,212","90,110,472",-----
IDP5886,8,"80,504,166","80,505,171",83.6,"73,633,212","90,110,472",-----
TIDP5771,8,"81,244,093","81,247,347",83.6,"73,633,212","90,110,472",-----
IDP5895,8,"81,454,138","81,455,477",83.6,"73,633,212","90,110,472",-----
IDP4859,8,"82,212,923","82,214,396",83.6,"73,633,212","90,110,472",-----
TIDP3208,8,"83,792,243","83,796,658",83.6,"73,633,212","90,110,472",-----
IDP7885,8,"85,313,271","85,316,834",83.6,"73,633,212","90,110,472",-----
IDP7978,8,"87,026,648","87,028,651",83.6,"73,633,212","90,110,472",-----
TIDP2988,8,"87,034,200","87,036,048",83.6,"73,633,212","90,110,472",-----
umc1470,8,"87,238,647","87,243,316",83.6,"73,633,212","90,110,472",-----
IDP6032,8,"87,454,324","87,455,192",83.6,"73,633,212","90,110,472",-----
TIDP5097,8,"89,255,867","89,258,050",83.6,"73,633,212","90,110,472",-----
umc1415,8,"90,090,088","90,090,703",84.3,"90,716,382","92,266,833","625,679"
TIDP5691,8,"90,423,937","90,426,559",84.3,"90,716,382","92,266,833","289,823"
AY105457,8,"90,789,281","90,791,622",85.1,"91,065,959","93,234,256","274,337"
IDP7861,8,"91,198,710","91,204,796",84.3,"90,716,382","92,266,833",-----
IDP4356,8,"91,606,585","91,607,401",85.1,"91,065,959","93,234,256",-----
bnlg1863,8,"92,125,449","92,125,985",83.6,"73,633,212","90,110,472","2,014,977"
TIDP2787,8,"93,196,687","93,197,665",85.9,"91,491,833","96,245,481",-----
IDP8744,8,"93,930,388","93,935,081",85.9,"91,491,833","96,245,481",-----
TIDP6180,8,"94,435,399","94,437,629",85.9,"91,491,833","96,245,481",-----
TIDP2952,8,"95,020,912","95,023,766",85.9,"91,491,833","96,245,481",-----
umc2075,8,"95,022,313","95,023,319",85.9,"91,491,833","96,245,481",-----
IDP4121,8,"95,952,516","95,954,455",85.9,"91,491,833","96,245,481",-----
IDP8347,8,"96,174,280","96,178,289",86.7,"95,939,455","98,448,284",-----
TIDP6354,8,"96,272,993","96,274,196",86.7,"95,939,455","98,448,284",-----
TIDP5619,8,"98,401,907","98,403,980",87.4,"96,245,582","98,936,250",-----
TIDP6330,8,"98,928,090","98,929,480",87.8,"98,276,537","100,911,446",-----
phi100175,8,"100,756,329","100,757,161",87.8,"98,276,537","100,911,446",-----
TIDP6532,8,"100,868,066","100,869,870",87.8,"98,276,537","100,911,446",-----
IDP7201,8,"100,873,227","100,875,597",88.5,"100,799,665","101,393,695",-----
IDP8219,8,"100,935,478","100,936,355",88.5,"100,799,665","101,393,695",-----
IDP179,8,"100,957,496","100,958,829",88.5,"100,799,665","101,393,695",-----
IDP1449,8,"101,289,966","101,293,458",88.5,"100,799,665","101,393,695",-----
umc1735,8,"101,349,090","101,349,799",89.9,"101,393,696","102,177,644","43,897"
IDP6942,8,"101,408,509","101,410,224",88.5,"100,799,665","101,393,695","14,814"
IDP449,8,"101,506,883","101,509,166",89.9,"101,393,696","102,177,644",-----
umc1457,8,"102,138,514","102,138,808",91.3,"101,393,696","104,295,194",-----
TIDP5537,8,"102,168,566","102,170,132",91.3,"101,393,696","104,295,194",-----
IDP8486,8,"102,706,619","102,711,576",91.3,"101,393,696","104,295,194",-----
IDP5062,8,"102,712,115","102,713,024",91.3,"101,393,696","104,295,194",-----
IDP8343,8,"104,279,060","104,281,680",92.3,"102,655,785","105,654,037",-----
TIDP2849,8,"104,770,070","104,772,303",92.3,"102,655,785","105,654,037",-----
TIDP4675,8,"104,772,241","104,774,930",92.3,"102,655,785","105,654,037",-----
IDP8545,8,"105,566,480","105,568,422",92.7,"104,746,213","106,876,567",-----
TIDP5633,8,"106,749,702","106,751,074",93.1,"106,963,202","110,825,246","212,128"
IDP8407,8,"107,008,933","107,011,156",92.7,"104,746,213","106,876,567","132,366"
IDP4325,8,"107,011,193","107,011,960",94.1,"115,142,952","118,203,893","8,130,992"
TIDP3475,8,"107,082,834","107,094,587",93.1,"106,963,202","110,825,246",-----
TIDP5451,8,"107,825,405","107,826,709",93.1,"106,963,202","110,825,246",-----
IDP6982,8,"108,168,414","108,169,360",93.1,"106,963,202","110,825,246",-----
TIDP5263,8,"110,520,024","110,523,393",94.1,"115,142,952","118,203,893","4,619,559"
IDP315,8,"110,811,553","110,812,921",94.1,"115,142,952","118,203,893","4,330,031"
umc1460,8,"110,812,668","110,815,213",93.6,"106,963,202","112,549,825",-----
IDP4735,8,"111,194,892","111,198,140",93.6,"106,963,202","112,549,825",-----
IDP8383,8,"111,288,097","111,290,269",94.1,"115,142,952","118,203,893","3,852,683"
IDP2461,8,"111,347,201","111,348,165",94.1,"115,142,952","118,203,893","3,794,787"
IDP7654,8,"112,530,355","112,532,638",93.1,"106,963,202","110,825,246","1,705,109"
AY110056,8,"112,677,133","112,677,465",93.6,"106,963,202","112,549,825","127,308"
IDP4913,8,"112,754,713","112,756,604",94.1,"115,142,952","118,203,893","2,386,348"
TIDP6102,8,"113,902,947","113,903,577",93.6,"106,963,202","112,549,825","1,353,122"
TIDP6713,8,"114,412,623","114,414,384",93.6,"106,963,202","112,549,825","1,862,798"
TIDP3632,8,"114,747,425","114,748,330",93.6,"106,963,202","112,549,825","2,197,600"
TIDP3396,8,"114,992,592","114,993,160",93.6,"106,963,202","112,549,825","2,442,767"
IDP31,8,"114,992,821","114,993,158",93.6,"106,963,202","112,549,825","2,442,996"
TIDP4637,8,"115,174,385","115,177,716",93.6,"106,963,202","112,549,825","2,624,560"
TIDP5265,8,"115,614,499","115,615,904",96.9,"118,029,364","118,203,893","2,413,460"
IDP3876,8,"116,622,579","116,623,398",0,1,"116,623,398",-----
IDP5035,8,"117,269,712","117,270,870",96.9,"118,029,364","118,203,893","758,494"
IDP294,8,"117,896,373","117,896,994",96.9,"118,029,364","118,203,893","132,370"
IDP4363,8,"118,075,051","118,077,149",96.2,"112,675,478","115,745,540","2,329,511"
TIDP5116,8,"118,101,980","118,106,594",97.6,"117,888,425","118,203,893",-----
TIDP3281,8,"118,186,159","118,188,903",99.7,"118,029,364","118,959,677",-----
TIDP3511,8,"118,191,146","118,192,457",99.7,"118,029,364","118,959,677",-----
IDP4136,8,"118,846,085","118,847,103",100.7,"122,735,791","123,646,758","3,888,688"
IDP7287,8,"119,035,106","119,037,299",99.7,"118,029,364","118,959,677","75,429"
AY104017,8,"119,039,185","119,043,415",99.7,"118,029,364","118,959,677","79,508"
IDP7378,8,"119,040,868","119,042,951",100.7,"122,735,791","123,646,758","3,692,840"
TIDP5152,8,"119,235,249","119,236,398",100.7,"122,735,791","123,646,758","3,499,393"
TIDP3504,8,"119,743,757","119,745,113",99.7,"118,029,364","118,959,677","784,080"
IDP8548,8,"119,805,830","119,807,455",99.7,"118,029,364","118,959,677","846,153"
IDP7337,8,"119,905,892","119,908,514",99.7,"118,029,364","118,959,677","946,215"
TIDP6563,8,"120,015,910","120,017,655",99.7,"118,029,364","118,959,677","1,056,233"
TIDP5734,8,"120,255,925","120,257,459",99.7,"118,029,364","118,959,677","1,296,248"
IDP8007,8,"120,607,033","120,608,916",99.7,"118,029,364","118,959,677","1,647,356"
IDP2456,8,"121,881,826","121,883,811",99.7,"118,029,364","118,959,677","2,922,149"
IDP7811,8,"121,893,782","121,895,291",99.7,"118,029,364","118,959,677","2,934,105"
IDP8437,8,"121,896,434","121,897,568",99.7,"118,029,364","118,959,677","2,936,757"
IDP4871,8,"121,902,871","121,904,704",99.7,"118,029,364","118,959,677","2,943,194"
bnl2.369,8,"122,338,518","122,339,296",99.7,"118,029,364","118,959,677","3,378,841"
IDP7495,8,"122,751,060","122,752,535",99.7,"118,029,364","118,959,677","3,791,383"
IDP7804,8,"123,601,177","123,603,204",106.4,"119,119,717","125,124,276",-----
TIDP5418,8,"123,771,890","123,773,795",106.4,"119,119,717","125,124,276",-----
IDP7676,8,"124,706,885","124,709,515",106.4,"119,119,717","125,124,276",-----
TIDP2716,8,"124,930,021","124,931,937",106.4,"119,119,717","125,124,276",-----
AY104566,8,"124,951,654","124,952,242",106.4,"119,119,717","125,124,276",-----
IDP2454,8,"125,006,873","125,008,825",108.5,"127,276,969","131,425,172","2,268,144"
TIDP2915,8,"125,179,334","125,183,120",106.4,"119,119,717","125,124,276","55,058"
IDP6758,8,"125,298,510","125,302,203",108.5,"127,276,969","131,425,172","1,974,766"
TIDP7112,8,"125,312,115","125,314,139",108.5,"127,276,969","131,425,172","1,962,830"
TIDP3635,8,"125,416,422","125,419,676",108.5,"127,276,969","131,425,172","1,857,293"
IDP6019,8,"125,522,162","125,523,437",108.5,"127,276,969","131,425,172","1,753,532"
umc1562,8,"125,903,337","125,903,437",108.5,"127,276,969","131,425,172","1,373,532"
mmp15,8,"125,904,967","125,905,643",106.4,"119,119,717","125,124,276","780,691"
IDP7224,8,"126,077,220","126,078,461",108.5,"127,276,969","131,425,172","1,198,508"
umc1959,8,"127,284,641","127,285,386",106.4,"119,119,717","125,124,276","2,160,365"
umc1263,8,"127,960,000","127,962,143",108.5,"127,276,969","131,425,172",-----
TIDP4634,8,"129,501,035","129,502,193",108.5,"127,276,969","131,425,172",-----
TIDP5607,8,"130,504,118","130,505,442",108.5,"127,276,969","131,425,172",-----
TIDP3601,8,"130,508,061","130,510,126",108.5,"127,276,969","131,425,172",-----
IDP7456,8,"130,725,470","130,728,097",108.5,"127,276,969","131,425,172",-----
umc1846,8,"130,740,118","130,740,433",108.5,"127,276,969","131,425,172",-----
IDP3898,8,"130,937,451","130,938,798",108.5,"127,276,969","131,425,172",-----
IDP4289,8,"131,173,934","131,175,310",108.5,"127,276,969","131,425,172",-----
IDP9049,8,"131,236,383","131,241,328",108.5,"127,276,969","131,425,172",-----
TIDP6515,8,"131,353,293","131,354,750",110.6,"133,560,163","134,862,197","2,205,413"
IDP7388,8,"131,689,061","131,689,846",110.6,"133,560,163","134,862,197","1,870,317"
TIDP6093,8,"132,002,800","132,004,222",110.6,"133,560,163","134,862,197","1,555,941"
IDP8967,8,"132,046,491","132,047,561",110.6,"133,560,163","134,862,197","1,512,602"
ufg74,8,"132,171,820","132,172,359",108.5,"127,276,969","131,425,172","746,648"
TIDP3123,8,"132,515,815","132,519,467",110.6,"133,560,163","134,862,197","1,040,696"
TIDP5780,8,"132,876,764","132,877,193",108.5,"127,276,969","131,425,172","1,451,592"
IDP4400,8,"133,278,957","133,280,222",108.5,"127,276,969","131,425,172","1,853,785"
IDP7284,8,"133,561,516","133,564,090",108.5,"127,276,969","131,425,172","2,136,344"
IDP689,8,"133,932,885","133,936,736",110.6,"133,560,163","134,862,197",-----
umc12a,8,"134,741,959","134,742,207",112.7,"135,858,398","139,020,737","1,116,191"
TIDP5638,8,"134,842,760","134,844,213",112.7,"135,858,398","139,020,737","1,014,185"
IDP7220,8,"134,842,771","134,843,911",112.7,"135,858,398","139,020,737","1,014,487"
bnlg1651,8,"134,918,210","134,918,922",110.6,"133,560,163","134,862,197","56,013"
IDP8682,8,"135,068,509","135,071,268",112.7,"135,858,398","139,020,737","787,130"
IDP8136,8,"135,193,841","135,195,118",112.7,"135,858,398","139,020,737","663,280"
IDP7352,8,"135,350,309","135,353,004",112.7,"135,858,398","139,020,737","505,394"
IDP535,8,"135,714,099","135,718,346",112.7,"135,858,398","139,020,737","140,052"
IDP2365,8,"135,953,318","135,955,026",110.6,"133,560,163","134,862,197","1,091,121"
umc1340,8,"135,996,415","135,997,104",112.7,"135,858,398","139,020,737",-----
IMR48,8,"136,039,505","136,041,040",112.7,"135,858,398","139,020,737",-----
TIDP6714,8,"137,139,160","137,141,663",112.7,"135,858,398","139,020,737",-----
TIDP5410,8,"137,267,378","137,268,318",112.7,"135,858,398","139,020,737",-----
IDP2584,8,"137,302,474","137,304,435",112.7,"135,858,398","139,020,737",-----
TIDP2791,8,"137,403,810","137,404,883",112.7,"135,858,398","139,020,737",-----
IDP7320,8,"137,467,680","137,468,314",112.7,"135,858,398","139,020,737",-----
TIDP5234,8,"137,467,680","137,468,373",112.7,"135,858,398","139,020,737",-----
TIDP5286,8,"138,645,326","138,646,589",112.7,"135,858,398","139,020,737",-----
IDP788,8,"138,647,066","138,650,659",112.7,"135,858,398","139,020,737",-----
umc1316,8,"138,794,692","138,794,998",112.7,"135,858,398","139,020,737",-----
TIDP3419,8,"138,860,175","138,863,303",113.4,"138,753,724","140,011,872",-----
IDP8143,8,"138,881,827","138,884,674",113.4,"138,753,724","140,011,872",-----
IDP6069,8,"138,937,864","138,939,933",113.4,"138,753,724","140,011,872",-----
TIDP8793,8,"139,984,659","139,986,819",114.1,"142,177,492","160,446,464","2,190,673"
IDP4844,8,"140,013,461","140,015,062",113.4,"138,753,724","140,011,872","1,589"
IDP8541,8,"140,096,912","140,099,076",113.4,"138,753,724","140,011,872","85,040"
IDP7815,8,"140,184,652","140,186,846",113.4,"138,753,724","140,011,872","172,780"
TIDP7126,8,"141,912,596","141,913,943",113.4,"138,753,724","140,011,872","1,900,724"
IDP4510,8,"141,926,459","141,928,473",113.4,"138,753,724","140,011,872","1,914,587"
TIDP7109,8,"142,142,542","142,145,352",113.4,"138,753,724","140,011,872","2,130,670"
TIDP5332,8,"142,225,742","142,227,917",113.4,"138,753,724","140,011,872","2,213,870"
umc1960,8,"160,236,194","160,236,299",123.5,"139,889,791","160,446,464",-----
IDP7214,8,"160,298,689","160,300,237",123.5,"139,889,791","160,446,464",-----
umc2356,8,"160,355,817","160,356,520",123.5,"139,889,791","160,446,464",-----
umc1149,8,"160,355,817","160,356,520",123.5,"139,889,791","160,446,464",-----
bnlg1152,8,"160,355,817","160,356,520",123.9,"160,215,246","160,446,464",-----
IDP2350,8,"160,392,609","160,393,054",124.3,"160,619,251","161,974,795","226,197"
IDPM947,8,"160,448,342","160,450,613",124.3,"160,619,251","161,974,795","168,638"
IDP2146,8,"160,610,798","160,612,174",124.3,"160,619,251","161,974,795","7,077"
AY109883,8,"160,769,705","160,770,012",123.9,"160,215,246","160,446,464","323,241"
IDP7250,8,"161,710,324","161,711,826",128.5,"162,498,870","162,631,540","787,044"
IDP8706,8,"161,724,488","161,728,208",128.5,"162,498,870","162,631,540","770,662"
TIDP5602,8,"161,755,400","161,756,401",128.5,"162,498,870","162,631,540","742,469"
TIDP8852,8,"161,778,994","161,780,264",128.5,"162,498,870","162,631,540","718,606"
TIDP3731,8,"161,781,269","161,783,695",128.1,"161,685,921","161,974,795",-----
IDP4773,8,"161,901,417","161,903,267",125,"160,446,465","161,805,969","95,448"
IDP7955,8,"161,902,983","161,905,410",128.1,"161,685,921","161,974,795",-----
TIDP3355,8,"162,531,179","162,533,647",128.1,"161,685,921","161,974,795","556,384"
IDP6731,8,"162,629,506","162,630,591",134.2,"161,685,921","164,088,415",-----
TIDP4625,8,"162,664,269","162,669,228",134.2,"161,685,921","164,088,415",-----
IDPCP21203,8,"162,704,037","162,707,486",134.2,"161,685,921","164,088,415",-----
TIDP4671,8,"162,786,149","162,788,750",134.2,"161,685,921","164,088,415",-----
IDP7958,8,"162,966,326","162,967,274",134.2,"161,685,921","164,088,415",-----
TIDP3055,8,"163,002,350","163,002,820",134.2,"161,685,921","164,088,415",-----
TIDP2974,8,"163,283,263","163,288,492",134.2,"161,685,921","164,088,415",-----
IDP8524,8,"163,368,837","163,370,705",134.2,"161,685,921","164,088,415",-----
IDP8012,8,"163,514,276","163,515,748",134.2,"161,685,921","164,088,415",-----
IDP771,8,"163,518,505","163,522,631",134.2,"161,685,921","164,088,415",-----
IDP9015,8,"163,742,148","163,743,028",134.2,"161,685,921","164,088,415",-----
IDP1436,8,"163,853,461","163,853,965",134.2,"161,685,921","164,088,415",-----
IDP4718,8,"164,013,838","164,015,114",139,"163,748,848","164,493,247",-----
umc1905,8,"164,073,008","164,073,761",139,"163,748,848","164,493,247",-----
IDP2426,8,"164,445,025","164,448,348",141.8,"164,003,879","165,022,879",-----
IDP27,8,"164,727,719","164,728,502",147.6,"164,894,849","165,258,267","166,347"
IDP2402,8,"164,963,371","164,964,564",145.9,"164,322,753","164,894,848","68,523"
IDP5847,8,"165,222,181","165,223,431",147.6,"164,894,849","165,258,267",-----
IDP6833,8,"165,240,185","165,242,911",149.4,"165,144,952","165,365,138",-----
TIDP5501,8,"165,266,893","165,267,681",150.1,"165,636,122","166,682,704","368,441"
IDP6823,8,"165,271,754","165,273,968",149.4,"165,144,952","165,365,138",-----
IDP7864,8,"165,409,794","165,412,612",149.4,"165,144,952","165,365,138","44,656"
npi268a,8,"165,689,209","165,689,969",149.4,"165,144,952","165,365,138","324,071"
bnlg1065,8,"165,689,209","165,689,969",150.1,"165,636,122","166,682,704",-----
TIDP3577,8,"165,982,165","165,984,258",150.1,"165,636,122","166,682,704",-----
IDP57,8,"165,985,088","165,985,678",150.1,"165,636,122","166,682,704",-----
IDP8514,8,"165,995,157","165,995,977",150.1,"165,636,122","166,682,704",-----
umc1607,8,"166,188,280","166,188,782",150.1,"165,636,122","166,682,704",-----
IDP4866,8,"166,615,286","166,617,226",150.1,"165,636,122","166,682,704",-----
IDP4957,8,"166,621,045","166,624,257",152,"166,498,697","167,011,217",-----
IDP7706,8,"166,625,224","166,626,846",150.1,"165,636,122","166,682,704",-----
IDP7154,8,"166,893,092","166,893,814",155.7,"166,498,697","167,142,956",-----
IDP7782,8,"167,012,700","167,015,577",157.1,"166,878,507","167,266,945",-----
IDP257,8,"167,092,865","167,093,081",157.1,"166,878,507","167,266,945",-----
IDP6056,8,"167,189,777","167,191,201",159.1,"167,011,218","167,873,249",-----
TIDP5542,8,"167,465,259","167,466,984",161.3,"167,687,117","168,010,980","220,133"
IDP6753,8,"167,773,598","167,775,216",161.3,"167,687,117","168,010,980",-----
IDP400,8,"167,783,102","167,784,164",159.8,"167,143,057","167,494,862","288,240"
TIDP2662,8,"167,982,148","167,984,057",162.7,"167,874,689","168,415,024",-----
TIDP5482,8,"167,994,533","167,996,987",161.3,"167,687,117","168,010,980",-----
psy2,8,"168,273,288","168,274,559",164.4,"167,874,689","168,961,982",-----
IDP1495,8,"168,747,453","168,749,376",164.4,"167,874,689","168,961,982",-----
IDP8222,8,"168,753,804","168,756,368",164.4,"167,874,689","168,961,982",-----
IDP4547,8,"168,815,554","168,816,284",164.4,"167,874,689","168,961,982",-----
umc1268,8,"168,932,333","168,933,171",165.7,"168,961,983","169,527,442","28,812"
TIDP3381,8,"169,013,694","169,015,263",164.4,"167,874,689","168,961,982","51,712"
IDP8232,8,"169,399,856","169,403,191",168.5,"168,831,435","169,527,442",-----
IDP468,8,"169,415,622","169,419,889",168.5,"168,831,435","169,527,442",-----
IDP4827,8,"169,423,763","169,425,316",168.9,"169,774,387","170,137,922","349,071"
IDP4764,8,"169,433,670","169,434,927",168.5,"168,831,435","169,527,442",-----
TIDP6650,8,"169,519,256","169,523,750",168.5,"168,831,435","169,527,442",-----
umc1384,8,"169,657,411","169,659,678",168.5,"168,831,435","169,527,442","129,969"
TIDP7151,8,"169,783,408","169,784,761",168.5,"168,831,435","169,527,442","255,966"
npi414a,8,"169,871,448","169,872,094",168.5,"168,831,435","169,527,442","344,006"
IDP8354,8,"170,054,510","170,057,125",172.9,"169,326,822","170,137,922",-----
umc2357,8,"170,061,917","170,062,463",172.9,"169,326,822","170,137,922",-----
mmp64,8,"170,127,482","170,127,656",173.4,"170,007,308","170,411,636",-----
IDP7331,8,"170,292,800","170,294,061",176.3,"170,007,308","170,934,050",-----
AY109593,8,"170,331,674","170,332,198",176.3,"170,007,308","170,934,050",-----
umc1005,8,"170,385,056","170,385,318",176.3,"170,007,308","170,934,050",-----
TIDP5576,8,"170,624,067","170,626,400",176.3,"170,007,308","170,934,050",-----
TIDP5262,8,"170,819,166","170,823,175",180.2,"170,532,897","171,418,133",-----
IDP3959,8,"170,861,245","170,866,223",180.2,"170,532,897","171,418,133",-----
IDP275,8,"170,863,584","170,864,417",180.2,"170,532,897","171,418,133",-----
IDP6771,8,"170,959,225","170,961,762",180.2,"170,532,897","171,418,133",-----
IDP7296,8,"171,150,479","171,151,310",180.2,"170,532,897","171,418,133",-----
IDP4342b,8,"171,393,018","171,394,111",181.7,"171,334,858","171,681,737",-----
IDP279,8,"171,401,538","171,403,751",180.2,"170,532,897","171,418,133",-----
IDP7669,8,"171,412,203","171,412,924",180.2,"170,532,897","171,418,133",-----
IDP7198,8,"171,590,132","171,591,693",181.7,"171,334,858","171,681,737",-----
IDP8743,8,"171,626,465","171,629,727",184.9,"171,528,677","171,875,597",-----
TIDP3011,8,"171,704,523","171,705,861",184.9,"171,528,677","171,875,597",-----
mmp146,8,"171,705,425","171,705,679",184.9,"171,528,677","171,875,597",-----
TIDP7121,8,"171,768,139","171,769,297",184.9,"171,528,677","171,875,597",-----
AY110053,8,"171,774,778","171,775,233",185.5,"171,740,294","172,330,808",-----
TIDP3348,8,"171,781,655","171,786,786",184.9,"171,528,677","171,875,597",-----
IDP830,8,"172,248,279","172,255,094",187.9,"171,740,294","172,777,409",-----
IDP7713,8,"172,455,023","172,456,180",187.9,"171,740,294","172,777,409",-----
IDP652,8,"172,773,525","172,776,277",192.2,"172,425,725","173,128,287",-----
IDP763,8,"173,003,918","173,008,029",192.2,"172,425,725","173,128,287",-----
IDP706,8,"173,033,975","173,036,137",194.2,"172,926,559","173,128,287",-----
AY103806,8,"173,103,391","173,107,526",196.4,"172,926,559","173,687,193",-----
AY110127,8,"173,408,214","173,408,396",196.4,"172,926,559","173,687,193",-----
IDP2398,8,"173,410,054","173,413,533",198.2,"173,412,325","173,943,272",-----
IDP4685,8,"173,417,026","173,419,194",196.4,"172,926,559","173,687,193",-----
IDP7784,8,"173,870,422","173,873,214",206.1,"173,265,671","174,232,436",-----
TIDP3483,8,"174,220,036","174,221,428",211,"173,855,689","175,137,777",-----
IDP1628,8,"174,250,759","174,253,262",211,"173,855,689","175,137,777",-----
IDP1432,8,"175,064,634","175,066,801",213.4,"174,236,946","175,350,404",-----
AY109853,8,"175,294,786","175,295,446",217.1,"175,221,688","175,442,935",-----
IDP7445,8,"175,360,384","175,362,738",213.4,"174,236,946","175,350,404","9,980"
IDP7828,9,"1,020,727","1,022,607",0.7,1,"1,463,874",-----
TIDP5504,9,"1,346,095","1,348,337",2.1,"975,560","2,280,840",-----
TIDP3325,9,"1,431,814","1,434,200",2.1,"975,560","2,280,840",-----
IDP1637,9,"1,747,208","1,748,905",2.1,"975,560","2,280,840",-----
IDP4079,9,"2,171,881","2,173,947",3.9,"1,701,314","2,984,170",-----
IDP4980,9,"2,899,083","2,900,626",5.8,"2,153,409","4,054,465",-----
IDP844,9,"4,009,183","4,011,256",11,"2,782,130","4,382,874",-----
bnlg1724,9,"4,301,083","4,301,880",12.9,"3,921,204","4,565,377",-----
IDP4411,9,"4,397,816","4,399,701",12.9,"3,921,204","4,565,377",-----
umc1370,9,"4,434,038","4,434,692",13.6,"4,382,875","5,728,262",-----
IDP8988,9,"4,505,434","4,507,708",13.6,"4,382,875","5,728,262",-----
TIDP6487,9,"5,537,431","5,538,490",18.2,"4,382,875","6,067,153",-----
php10005,9,"5,655,565","5,656,335",18.2,"4,382,875","6,067,153",-----
IDP4069,9,"5,787,746","5,789,197",18.2,"4,382,875","6,067,153",-----
TIDP4606,9,"6,062,658","6,065,721",19.7,"5,728,363","7,339,618",-----
